n,k,id1,id2,time_no_mu,time_mu
10,1000,0,0,128.17613866599277,4.142364197876304
10,1000,0,1,0.03770278487354517,0.09290594910271466
10,1000,0,2,0.03631118196062744,0.0636416228953749
10,1000,0,3,0.03837760095484555,0.06795118702575564
10,1000,0,4,0.04224042687565088,0.0762492900248617
10,1000,0,5,0.039379286114126444,0.11319404817186296
10,1000,0,6,0.03677567187696695,0.06409362913109362
10,1000,0,7,0.04274271917529404,0.07682074490003288
10,1000,0,8,0.04289792594499886,0.07550136698409915
10,1000,0,9,0.04158318298868835,0.11885930504649878
10,1000,0,10,0.04134360305033624,0.07616091379895806
10,1000,0,11,0.04141731187701225,0.07514884299598634
10,1000,0,12,0.04202963598072529,0.07575889094732702
10,1000,0,13,0.04428444406948984,0.11506796907633543
10,1000,0,14,0.04038746189326048,0.07742019207216799
10,1000,0,15,0.04631338804028928,0.07548377686180174
10,1000,0,16,0.04251881409436464,0.0770748311188072
10,1000,0,17,0.079453808022663,0.07363564101979136
10,1000,0,18,0.04230887186713517,0.07739781495183706
10,1000,0,19,0.04240547982044518,0.075931201223284
10,1000,0,20,0.0427359698805958,0.07505229278467596
10,1000,0,21,0.08208770817145705,0.07543777790851891
10,1000,0,22,0.041661982191726565,0.07778754597529769
10,1000,0,23,0.04069743002764881,0.07926355884410441
10,1000,0,24,0.04181183688342571,0.07644040393643081
10,1000,0,25,0.08192317001521587,0.07703713793307543
10,1000,0,26,0.04192579188384116,0.07272459380328655
10,1000,0,27,0.0407271278090775,0.07697518402710557
10,1000,0,28,0.04196983901783824,0.07629687804728746
10,1000,0,29,0.08327302779071033,0.07636100589297712
10,1000,0,30,0.0429126750677824,0.07551328488625586
10,1000,0,31,0.0401220868807286,0.0777834840118885
10,1000,0,32,0.042719578137621284,0.07719196192920208
10,1000,0,33,0.08190936781466007,0.07883102586492896
10,1000,0,34,0.04180726292543113,0.07487192912958562
10,1000,0,35,0.04216761817224324,0.07700774702243507
10,1000,0,36,0.04015203192830086,0.07815639488399029
10,1000,0,37,0.08545583207160234,0.07830846193246543
10,1000,0,38,0.04223337513394654,0.07525951112620533
10,1000,0,39,0.04280475806444883,0.07475063507445157
10,1000,0,40,0.04252885980531573,0.07525764894671738
10,1000,0,41,0.04067003889940679,0.08002984500490129
10,1000,0,42,0.041617006063461304,0.07712424895726144
10,1000,0,43,0.042231131112203,0.07906844583339989
10,1000,0,44,0.042868876131251454,0.07550138281658292
10,1000,0,45,0.04137124586850405,0.07946022087708116
10,1000,0,46,0.04185228003188968,0.07714002602733672
10,1000,0,47,0.04352721991017461,0.07795311603695154
10,1000,0,48,0.042748474050313234,0.074902388965711
10,1000,0,49,0.04854248510673642,0.07632424798794091
10,1000,1,1,66.19732943898998,5.283983608009294
10,1000,1,2,0.04414435918442905,0.07959209592081606
10,1000,1,3,0.04435567487962544,0.08218282205052674
10,1000,1,4,0.044300956884399056,0.08059392496943474
10,1000,1,5,0.04524494707584381,0.07800064794719219
10,1000,1,6,0.04590099095366895,0.0794581410009414
10,1000,1,7,0.043557974975556135,0.08204092597588897
10,1000,1,8,0.04334335192106664,0.08196608605794609
10,1000,1,9,0.04391479701735079,0.0786794361192733
10,1000,1,10,0.04472365020774305,0.0798353620339185
10,1000,1,11,0.04498808505013585,0.0764897980261594
10,1000,1,12,0.04410961200483143,0.08315679291263223
10,1000,1,13,0.04342373204417527,0.07847018307074904
10,1000,1,14,0.04653218807652593,0.08016520505771041
10,1000,1,15,0.046186706982553005,0.07831920706667006
10,1000,1,16,0.042753424029797316,0.08291943208314478
10,1000,1,17,0.042983319144696,0.0811649658717215
10,1000,1,18,0.04413923784159124,0.08072088309563696
10,1000,1,19,0.04283147491514683,0.07699274108745158
10,1000,1,20,0.04459313116967678,0.07566282106563449
10,1000,1,21,0.0449455538764596,0.08526345295831561
10,1000,1,22,0.04786469298414886,0.08513227012008429
10,1000,1,23,0.04846962890587747,0.08467670599929988
10,1000,1,24,0.04869526205584407,0.08410927187651396
10,1000,1,25,0.04518795502372086,0.08288755104877055
10,1000,1,26,0.04459106409922242,0.08414306584745646
10,1000,1,27,0.04645529016852379,0.08251363481394947
10,1000,1,28,0.04958495497703552,0.08599882898852229
10,1000,1,29,0.04826847999356687,0.08490670402534306
10,1000,1,30,0.04629867686890066,0.08755011088214815
10,1000,1,31,0.04795259400270879,0.08557279384694993
10,1000,1,32,0.05039187800139189,0.08324119099415839
10,1000,1,33,0.045598902041092515,0.0806126520037651
10,1000,1,34,0.04585877899080515,0.08118192595429718
10,1000,1,35,0.045643535908311605,0.08485426590777934
10,1000,1,36,0.04758799495175481,0.08531595394015312
10,1000,1,37,0.04695859178900719,0.0844617320690304
10,1000,1,38,0.04932434996590018,0.12313455087132752
10,1000,1,39,0.046239639865234494,0.08795474912039936
10,1000,1,40,0.04642949905246496,0.08479037811048329
10,1000,1,41,0.04595276294276118,0.08281355281360447
10,1000,1,42,0.04784836992621422,0.12760762288235128
10,1000,1,43,0.04317461117170751,0.07502029999159276
10,1000,1,44,0.044075031066313386,0.08218303392641246
10,1000,1,45,0.04405690496787429,0.07834063796326518
10,1000,1,46,0.045240669045597315,0.11898608086630702
10,1000,1,47,0.04591805418021977,0.08407620503567159
10,1000,1,48,0.045903570018708706,0.0858092331327498
10,1000,1,49,0.046142061008140445,0.0851455288939178
10,1000,2,2,7511.7260296980385,4.6774238718207926
10,1000,2,3,0.03070866595953703,0.07915470702573657
10,1000,2,4,0.031261273892596364,0.05613206094130874
10,1000,2,5,0.0307902661152184,0.056454431964084506
10,1000,2,6,0.031310952035710216,0.0563264861702919
10,1000,2,7,0.031212621135637164,0.08906148001551628
10,1000,2,8,0.02975158393383026,0.05664613703265786
10,1000,2,9,0.031025738921016455,0.05627228110097349
10,1000,2,10,0.03134304308332503,0.056578800082206726
10,1000,2,11,0.06146237999200821,0.05561892897821963
10,1000,2,12,0.03062694682739675,0.05684419395402074
10,1000,2,13,0.031192512018606067,0.05617635790258646
10,1000,2,14,0.03106301696971059,0.056340978015214205
10,1000,2,15,0.06513798306696117,0.05707266880199313
10,1000,2,16,0.030626432970166206,0.05661556497216225
10,1000,2,17,0.029772159177809954,0.056489938870072365
10,1000,2,18,0.030906169908121228,0.056190103059634566
10,1000,2,19,0.06262126914225519,0.05709888902492821
10,1000,2,20,0.031193486880511045,0.05517926788888872
10,1000,2,21,0.02983082109130919,0.05656147398985922
10,1000,2,22,0.031044267117977142,0.05589402304030955
10,1000,2,23,0.0641548098064959,0.05734607903286815
10,1000,2,24,0.03146137879230082,0.05652673891745508
10,1000,2,25,0.02988141984678805,0.056700415909290314
10,1000,2,26,0.02985081495717168,0.05657388106919825
10,1000,2,27,0.06460438389331102,0.057106934022158384
10,1000,2,28,0.03132179589010775,0.05634362017735839
10,1000,2,29,0.03164834901690483,0.056690498953685164
10,1000,2,30,0.029913511127233505,0.05707966210320592
10,1000,2,31,0.06547216209582984,0.05679526808671653
10,1000,2,32,0.031790191074833274,0.05647212592884898
10,1000,2,33,0.03136388608254492,0.05645924690179527
10,1000,2,34,0.031106987968087196,0.05678024096414447
10,1000,2,35,0.031773481983691454,0.057324549183249474
10,1000,2,36,0.03124310588464141,0.05602630111388862
10,1000,2,37,0.03143269894644618,0.05655649281106889
10,1000,2,38,0.03134861798025668,0.05644488614052534
10,1000,2,39,0.030985655030235648,0.0573775228112936
10,1000,2,40,0.029854163993149996,0.05689552682451904
10,1000,2,41,0.03101978893391788,0.05628522019833326
10,1000,2,42,0.03142438014037907,0.05663804314099252
10,1000,2,43,0.032398121897131205,0.05559020000509918
10,1000,2,44,0.029986164066940546,0.05699741095304489
10,1000,2,45,0.03141407505609095,0.056097148917615414
10,1000,2,46,0.03150153090246022,0.05670539918355644
10,1000,2,47,0.03284501796588302,0.05682199215516448
10,1000,2,48,0.029954658821225166,0.05694857891649008
10,1000,2,49,0.030904600862413645,0.05664419592358172
10,1000,3,3,79.23607899388298,3.7942287309560925
10,1000,3,4,0.03228199016302824,0.05567681905813515
10,1000,3,5,0.03143033804371953,0.057683715131133795
10,1000,3,6,0.03190101287327707,0.0563587979413569
10,1000,3,7,0.03163742017932236,0.056988348020240664
10,1000,3,8,0.03148974594660103,0.05658631701953709
10,1000,3,9,0.03138978988863528,0.05761715001426637
10,1000,3,10,0.03043847787193954,0.057320537976920605
10,1000,3,11,0.03209490096196532,0.056827211985364556
10,1000,3,12,0.031825693091377616,0.05675987317226827
10,1000,3,13,0.03310422692447901,0.055903929052874446
10,1000,3,14,0.030191391007974744,0.05737231392413378
10,1000,3,15,0.03346883994527161,0.056076949927955866
10,1000,3,16,0.03138350695371628,0.05640881205908954
10,1000,3,17,0.0327504591550678,0.057116420939564705
10,1000,3,18,0.0302747399546206,0.0568063510581851
10,1000,3,19,0.030380852986127138,0.05672575905919075
10,1000,3,20,0.03197259083390236,0.056286229053512216
10,1000,3,21,0.03337261895649135,0.05725747300311923
10,1000,3,22,0.03359816805459559,0.05571267195045948
10,1000,3,23,0.03134880610741675,0.05734132300131023
10,1000,3,24,0.031280810944736004,0.05683415988460183
10,1000,3,25,0.033257247880101204,0.058402787894010544
10,1000,3,26,0.031560791889205575,0.05670883692800999
10,1000,3,27,0.03030048101209104,0.056426871102303267
10,1000,3,28,0.030298144090920687,0.05701049696654081
10,1000,3,29,0.03267177799716592,0.05732874805107713
10,1000,3,30,0.03274481603875756,0.05674744909629226
10,1000,3,31,0.032754677115008235,0.05649308301508427
10,1000,3,32,0.032514730002731085,0.05712511693127453
10,1000,3,33,0.0322996131144464,0.05752214603126049
10,1000,3,34,0.03269128198735416,0.0568369859829545
10,1000,3,35,0.03251794399693608,0.056503187865018845
10,1000,3,36,0.03137389989569783,0.05662788497284055
10,1000,3,37,0.030663612997159362,0.057388014858588576
10,1000,3,38,0.03248712606728077,0.05666825408115983
10,1000,3,39,0.03272363683208823,0.05683620786294341
10,1000,3,40,0.032428449019789696,0.08609680901281536
10,1000,3,41,0.032054685056209564,0.057712291833013296
10,1000,3,42,0.034176084911450744,0.05970463692210615
10,1000,3,43,0.03173315920867026,0.057657640893012285
10,1000,3,44,0.03222309798002243,0.08842701185494661
10,1000,3,45,0.032807699870318174,0.055824982933700085
10,1000,3,46,0.030984300887212157,0.05712969205342233
10,1000,3,47,0.03166247415356338,0.05653046700172126
10,1000,3,48,0.03209587396122515,0.08954251697286963
10,1000,3,49,0.03577153407968581,0.05734933307394385
10,1000,4,4,9.525667713023722,3.745909420074895
10,1000,4,5,0.031105874804779887,0.056430327938869596
10,1000,4,6,0.03344388189725578,0.05676114186644554
10,1000,4,7,0.03189298417419195,0.05643995408900082
10,1000,4,8,0.029767357045784593,0.05655915103852749
10,1000,4,9,0.029717110097408295,0.056589749874547124
10,1000,4,10,0.032114529982209206,0.0572076509706676
10,1000,4,11,0.03157064504921436,0.056507076835259795
10,1000,4,12,0.0316572489682585,0.05692059895955026
10,1000,4,13,0.030741909984499216,0.056301528820768
10,1000,4,14,0.03291942388750613,0.056793002877384424
10,1000,4,15,0.03269651415757835,0.056201377185061574
10,1000,4,16,0.03112327097915113,0.05653398297727108
10,1000,4,17,0.0311782811768353,0.056673635030165315
10,1000,4,18,0.030392454005777836,0.057669264962896705
10,1000,4,19,0.031133353943005204,0.05641526682302356
10,1000,4,20,0.03103722888045013,0.056431439938023686
10,1000,4,21,0.03174634510651231,0.0851362009998411
10,1000,4,22,0.030590408947318792,0.05729711684398353
10,1000,4,23,0.029969373950734735,0.057168315863236785
10,1000,4,24,0.030938406940549612,0.05660643009468913
10,1000,4,25,0.032337809912860394,0.08775053499266505
10,1000,4,26,0.03179141413420439,0.055377220967784524
10,1000,4,27,0.029804270947352052,0.05705711408518255
10,1000,4,28,0.030926697188988328,0.05628500413149595
10,1000,4,29,0.03186739096418023,0.08982922486029565
10,1000,4,30,0.03199097886681557,0.05694899708032608
10,1000,4,31,0.030289633898064494,0.05687870201654732
10,1000,4,32,0.03132069110870361,0.05667981202714145
10,1000,4,33,0.03065183782018721,0.08819870604202151
10,1000,4,34,0.032038040924817324,0.056658958084881306
10,1000,4,35,0.032074342016130686,0.056359681067988276
10,1000,4,36,0.029694820987060666,0.05626130593009293
10,1000,4,37,0.029585523065179586,0.09289361909031868
10,1000,4,38,0.031756086042150855,0.05669489596039057
10,1000,4,39,0.0316173390019685,0.05635028192773461
10,1000,4,40,0.03240804607048631,0.056475613033398986
10,1000,4,41,0.0300051998347044,0.09353627893142402
10,1000,4,42,0.031460647005587816,0.05678010219708085
10,1000,4,43,0.03145648306235671,0.05602293717674911
10,1000,4,44,0.031544632045552135,0.05670511885546148
10,1000,4,45,0.031256197951734066,0.09046522993594408
10,1000,4,46,0.03096163901500404,0.05722654680721462
10,1000,4,47,0.030814572935923934,0.05646189791150391
10,1000,4,48,0.03132610488682985,0.05625012004747987
10,1000,4,49,0.06355986394919455,0.05566709488630295
