n,k,id,time_no_mu,time_mu,count_no_mu,count_mu
10,0,87,0.032348325941711664,0.0014546739403158426,1,1
10,0,88,0.033073637867346406,0.0011025271378457546,1,1
10,0,89,0.0328678940422833,0.001109119039028883,1,1
10,0,90,0.031255695037543774,0.0010877309832721949,1,1
10,0,91,0.0327394159976393,0.0011103830765932798,1,1
10,0,92,0.03339455486275256,0.001062670024111867,1,1
10,0,93,0.032689874060451984,0.0010902488138526678,1,1
10,0,94,0.032225631875917315,0.0014679210726171732,1,1
10,0,95,0.03286533197388053,0.00110051897354424,1,1
10,0,96,0.031492450973019004,0.0010957869235426188,1,1
10,0,97,0.03201417881064117,0.001101410947740078,1,1
10,0,98,0.03225702396593988,0.0010935559403151274,1,1
10,0,99,0.033621754962950945,0.0010988200083374977,1,1
