n,k,id1,id2,time_no_mu,time_mu
1000,100,0,0,3.0383776200469583,3.2211863480042666
1000,100,0,1,0.030772282043471932,0.4084052268881351
1000,100,0,2,0.06853462080471218,0.39822459197603166
1000,100,0,3,0.031926813069731,0.4003101459238678
1000,100,0,4,0.03102072887122631,0.41317587182857096
1000,100,0,5,0.03158312710002065,0.408401845023036
1000,100,0,6,0.09419720503501594,0.400740111945197
1000,100,0,7,0.030451101949438453,0.4003058709204197
1000,100,0,8,0.030727301025763154,0.40113001177087426
1000,100,0,9,0.03240281902253628,0.4015441150404513
1000,100,0,10,0.08664856594987214,0.40140436007641256
1000,100,0,11,0.03129828721284866,0.4021780430339277
1000,100,0,12,0.03126291115768254,0.40036459383554757
1000,100,0,13,0.03214888204820454,0.40164627111516893
1000,100,0,14,0.08642554096877575,0.4007389701437205
1000,100,0,15,0.030461246147751808,0.40019393688999116
1000,100,0,16,0.03255802113562822,0.4014761410653591
1000,100,0,17,0.032359384931623936,0.40529247699305415
1000,100,0,18,0.0323334529530257,0.46802155999466777
1000,100,0,19,0.031160981860011816,0.4020274789072573
1000,100,0,20,0.03255132003687322,0.4018283060286194
1000,100,0,21,0.03205404500477016,0.4007943260949105
1000,100,0,22,0.03059749212116003,0.4570185530465096
1000,100,0,23,0.031474589137360454,0.3996021240018308
1000,100,0,24,0.03319851798005402,0.40075341216288507
1000,100,0,25,0.032360844779759645,0.4025917830877006
1000,100,0,26,0.030572609044611454,0.45447379420511425
1000,100,0,27,0.031614579958841205,0.4016384019050747
1000,100,0,28,0.03250211104750633,0.400801946176216
1000,100,0,29,0.03227773308753967,0.407387682935223
1000,100,0,30,0.031528472900390625,0.46088292310014367
1000,100,0,31,0.032368045998737216,0.4008556448388845
1000,100,0,32,0.033441504929214716,0.4000443380791694
1000,100,0,33,0.030552183045074344,0.40202022111043334
1000,100,0,34,0.030634301947429776,0.45846940390765667
1000,100,0,35,0.031786260195076466,0.4008779330179095
1000,100,0,36,0.0327857518568635,0.40133016114123166
1000,100,0,37,0.030729957157745957,0.40681818895973265
1000,100,0,38,0.03127550194039941,0.4537533731199801
1000,100,0,39,0.03269911394454539,0.4008149169385433
1000,100,0,40,0.03187041403725743,0.40062960609793663
1000,100,0,41,0.032128714956343174,0.4136713012121618
1000,100,0,42,0.03187745693139732,0.46215101797133684
