n,k,id1,id2,time_no_mu,time_mu
1000,10,0,0,2.5848339840304106,2.6395105451811105
1000,10,0,1,0.029670172138139606,0.38812682102434337
1000,10,0,2,0.028837285935878754,0.4162634040694684
1000,10,0,3,0.029629833064973354,0.376626554178074
1000,10,0,4,0.029728922061622143,0.37986426101997495
1000,10,0,5,0.02950218482874334,0.38197264494374394
1000,10,0,6,0.030761457979679108,0.43859740789048374
1000,10,0,7,0.028756168903782964,0.3785489429719746
1000,10,0,8,0.029967582086101174,0.37857181183062494
1000,10,0,9,0.029125523986294866,0.3790192059241235
1000,10,0,10,0.029280615970492363,0.383558529894799
1000,10,0,11,0.02882619109004736,0.3775917370803654
1000,10,0,12,0.029848366044461727,0.3759949440136552
1000,10,0,13,0.029685530113056302,0.3772298500407487
1000,10,0,14,0.02883751387707889,0.37820163392461836
1000,10,0,15,0.0840724150184542,0.37742611300200224
1000,10,0,16,0.029495080932974815,0.37960470002144575
1000,10,0,17,0.029402324929833412,0.37867178302258253
1000,10,0,18,0.028758866945281625,0.37971354997716844
1000,10,0,19,0.028828238137066364,0.431538482895121
1000,10,0,20,0.030251004034653306,0.37415765691548586
1000,10,0,21,0.0299505649600178,0.3774400798138231
1000,10,0,22,0.029135870980098844,0.37682377896271646
1000,10,0,23,0.02856361586600542,0.38773131696507335
1000,10,0,24,0.029772910056635737,0.37746887980028987
1000,10,0,25,0.028701985953375697,0.37954054307192564
1000,10,0,26,0.030006884830072522,0.3776321511249989
1000,10,0,27,0.03043682803399861,0.38204830000177026
1000,10,0,28,0.07910676300525665,0.37726029218174517
1000,10,0,29,0.02951760496944189,0.3775875971186906
1000,10,0,30,0.027916606049984694,0.3783554108813405
1000,10,0,31,0.0298526119440794,0.38270295690745115
1000,10,0,32,0.029069968964904547,0.4391606680583209
1000,10,0,33,0.029484783997759223,0.37828365014865994
1000,10,0,34,0.02971205720677972,0.3789694430306554
1000,10,0,35,0.029615097912028432,0.3775542019866407
1000,10,0,36,0.029568724101409316,0.3828212770167738
1000,10,0,37,0.0289663749281317,0.3760891240090132
1000,10,0,38,0.029588661855086684,0.3764093918725848
1000,10,0,39,0.028968981932848692,0.379037108970806
1000,10,0,40,0.029964064015075564,0.37866007210686803
1000,10,0,41,0.02885848982259631,0.3797784361522645
1000,10,0,42,0.029891411075368524,0.37714700121432543
1000,10,0,43,0.030806638998910785,0.3748142239637673
1000,10,0,44,0.029197656083852053,0.37789970985613763
1000,10,0,45,0.07705586403608322,0.37922135298140347
1000,10,0,46,0.028003968996927142,0.3787082259077579
1000,10,0,47,0.029707798967137933,0.376916300971061
1000,10,0,48,0.028483920032158494,0.3782209169585258
1000,10,0,49,0.029362508095800877,0.4324203161522746
1000,10,1,1,2.6234300369396806,2.633560718037188
1000,10,1,2,0.029380162013694644,0.3813002370297909
1000,10,1,3,0.029803629964590073,0.3839210330042988
1000,10,1,4,0.029177715070545673,0.4421094029676169
1000,10,1,5,0.02981965010985732,0.377621365012601
1000,10,1,6,0.030583940912038088,0.37853731494396925
1000,10,1,7,0.03010110417380929,0.378406282979995
1000,10,1,8,0.029725948814302683,0.3817506979685277
1000,10,1,9,0.03163732402026653,0.37746298499405384
1000,10,1,10,0.030123547883704305,0.3787840139120817
1000,10,1,11,0.028661860153079033,0.37995528196915984
1000,10,1,12,0.02921206201426685,0.3825468271970749
1000,10,1,13,0.02906443504616618,0.379579802043736
1000,10,1,14,0.03005606704391539,0.37875925679691136
1000,10,1,15,0.030718699097633362,0.37559837894514203
1000,10,1,16,0.030948064057156444,0.37808896601200104
1000,10,1,17,0.08483509393408895,0.3793606711551547
1000,10,1,18,0.029167982982471585,0.37891606497578323
1000,10,1,19,0.029438329860568047,0.3762658901978284
1000,10,1,20,0.02872907603159547,0.3840905139222741
1000,10,1,21,0.029837600886821747,0.43408712511882186
1000,10,1,22,0.028579768957570195,0.3794966998975724
1000,10,1,23,0.03032470610924065,0.3776207040064037
1000,10,1,24,0.030419562943279743,0.3820384198334068
1000,10,1,25,0.02916510496288538,0.3904120260849595
1000,10,1,26,0.030867123045027256,0.378679993795231
1000,10,1,27,0.028757995925843716,0.3805496080312878
1000,10,1,28,0.030024864012375474,0.37773009994998574
1000,10,1,29,0.02881709602661431,0.38300454383715987
1000,10,1,30,0.08143032202497125,0.38149802782572806
1000,10,1,31,0.03000361518934369,0.37471668515354395
1000,10,1,32,0.029253958957269788,0.37881775200366974
1000,10,1,33,0.029978057835251093,0.37777097010985017
1000,10,1,34,0.028780497144907713,0.43585147499106824
1000,10,1,35,0.030124902026727796,0.37799851899035275
1000,10,1,36,0.02953174989670515,0.3807772630825639
1000,10,1,37,0.030218252912163734,0.37885270710103214
1000,10,1,38,0.029941685032099485,0.38600846379995346
1000,10,1,39,0.029856622917577624,0.3792116690892726
1000,10,1,40,0.03063529310747981,0.37807101709768176
1000,10,1,41,0.028984396951273084,0.3795379160437733
1000,10,1,42,0.030087206047028303,0.385013016872108
1000,10,1,43,0.029809387866407633,0.3845389869529754
1000,10,1,44,0.02966833906248212,0.37765818904154
1000,10,1,45,0.02947694482281804,0.3798194099217653
1000,10,1,46,0.030926262959837914,0.3794435919262469
1000,10,1,47,0.08166258595883846,0.3784006959758699
1000,10,1,48,0.030208873096853495,0.3791204751469195
1000,10,1,49,0.030034837080165744,0.37741185002960265
1000,10,2,2,2.7342306359205395,2.704783034976572
1000,10,2,3,0.08952937298454344,0.3788258610293269
1000,10,2,4,0.03032707003876567,0.37597718299366534
1000,10,2,5,0.029616133077070117,0.3763335521798581
1000,10,2,6,0.030831258045509458,0.37659323681145906
1000,10,2,7,0.028182667214423418,0.4339691230561584
1000,10,2,8,0.030255320947617292,0.37755758012644947
1000,10,2,9,0.031161914113909006,0.38043026998639107
1000,10,2,10,0.030196171021088958,0.37722081295214593
1000,10,2,11,0.029993843054398894,0.3862236370332539
1000,10,2,12,0.030266253044828773,0.37896909192204475
1000,10,2,13,0.03056069603189826,0.37633506301790476
1000,10,2,14,0.027894654078409076,0.37840614817105234
1000,10,2,15,0.030103761004284024,0.38123086001724005
1000,10,2,16,0.029838928021490574,0.3795761289075017
1000,10,2,17,0.029578983783721924,0.37630655709654093
1000,10,2,18,0.030176922911778092,0.3794725670013577
1000,10,2,19,0.02932629408314824,0.3772202101536095
1000,10,2,20,0.07969502499327064,0.37788580008782446
1000,10,2,21,0.03007730096578598,0.3778240710962564
1000,10,2,22,0.02979647694155574,0.3764105651061982
1000,10,2,23,0.028068366926163435,0.3776710368692875
1000,10,2,24,0.029724643100053072,0.42676882608793676
1000,10,2,25,0.02982931910082698,0.3802432019729167
1000,10,2,26,0.029773826943710446,0.3773740699980408
1000,10,2,27,0.030746777076274157,0.37859326181933284
1000,10,2,28,0.02961166901513934,0.38175291614606977
1000,10,2,29,0.031089268857613206,0.3779628451447934
1000,10,2,30,0.028220192063599825,0.378878841875121
1000,10,2,31,0.02949313004501164,0.3767372719012201
1000,10,2,32,0.02812534896656871,0.3785439277999103
1000,10,2,33,0.08303012885153294,0.38045970792882144
1000,10,2,34,0.02944654691964388,0.3787645879201591
1000,10,2,35,0.03036437602713704,0.3759718770161271
1000,10,2,36,0.02980747795663774,0.3811617698520422
1000,10,2,37,0.028411411913111806,0.44160035997629166
1000,10,2,38,0.03039228217676282,0.3772033650893718
1000,10,2,39,0.02855536504648626,0.37878294405527413
1000,10,2,40,0.030021779937669635,0.3769182020332664
1000,10,2,41,0.02904644189402461,0.38883882807567716
1000,10,2,42,0.03081686096265912,0.38005877612158656
1000,10,2,43,0.031074746046215296,0.37554021598771214
1000,10,2,44,0.02879886794835329,0.3778734051156789
1000,10,2,45,0.029430163092911243,0.3771293479949236
1000,10,2,46,0.029406960820779204,0.37989591411314905
1000,10,2,47,0.03055459912866354,0.37736407690681517
1000,10,2,48,0.028632586123421788,0.37998897093348205
1000,10,2,49,0.029868774814531207,0.3776675760746002
1000,10,3,3,2.6406608601100743,2.6372603280469775
1000,10,3,4,0.028547874884679914,0.3865992440842092
1000,10,3,5,0.029914320912212133,0.37605239800177515
1000,10,3,6,0.030177389038726687,0.3840971989557147
1000,10,3,7,0.08967406605370343,0.37757826084271073
1000,10,3,8,0.028689221013337374,0.3781223411206156
1000,10,3,9,0.030652870889753103,0.377051780000329
1000,10,3,10,0.03012689179740846,0.3804024220444262
1000,10,3,11,0.02786094998009503,0.43468599184416234
1000,10,3,12,0.02996331499889493,0.3764348339755088
1000,10,3,13,0.029046898940578103,0.37754435697570443
1000,10,3,14,0.029816392110660672,0.3813319499604404
1000,10,3,15,0.02945770206861198,0.39019061089493334
1000,10,3,16,0.03160861902870238,0.37892626808024943
1000,10,3,17,0.030395975103601813,0.374461452011019
1000,10,3,18,0.02960679796524346,0.37530874996446073
1000,10,3,19,0.02918680920265615,0.37514019291847944
1000,10,3,20,0.02898891782388091,0.38095393916592
1000,10,3,21,0.029596994863823056,0.37548566213808954
1000,10,3,22,0.029110556934028864,0.3778111988212913
1000,10,3,23,0.03004096611402929,0.3762109859380871
1000,10,3,24,0.029397520935162902,0.43000804889015853
1000,10,3,25,0.029782558791339397,0.38003628607839346
1000,10,3,26,0.02946190908551216,0.37572545814327896
1000,10,3,27,0.027759158983826637,0.38238272396847606
1000,10,3,28,0.030209456803277135,0.43695929599925876
1000,10,3,29,0.029185977997258306,0.37974368990398943
1000,10,3,30,0.029640277149155736,0.37600273289717734
1000,10,3,31,0.02946518105454743,0.37802954902872443
1000,10,3,32,0.02962228888645768,0.38270354294218123
1000,10,3,33,0.031336357118561864,0.37542933807708323
1000,10,3,34,0.029826585901901126,0.3768932269886136
1000,10,3,35,0.029754434013739228,0.3751842840574682
1000,10,3,36,0.028004894964396954,0.384090717183426
1000,10,3,37,0.0797862121835351,0.37954947096295655
1000,10,3,38,0.029181201942265034,0.37853580713272095
1000,10,3,39,0.02917780796997249,0.3757604109123349
1000,10,3,40,0.030123433098196983,0.380400022957474
1000,10,3,41,0.029201584868133068,0.4345699578989297
1000,10,3,42,0.03056536498479545,0.37756545399315655
1000,10,3,43,0.02790974103845656,0.37766890600323677
1000,10,3,44,0.03001027600839734,0.3805103132035583
1000,10,3,45,0.029046612791717052,0.3888394779060036
