n,k,id,time_no_mu,time_mu,count_no_mu,count_mu
10,10,0,0.7054307558573782,0.08238905784673989,1,1
10,10,1,0.7195384989026934,0.027086731977760792,1,1
10,10,2,0.7205333700403571,0.035380729008466005,1,1
10,10,3,0.660547886043787,0.018861446995288134,1,1
10,10,4,0.7064302871003747,0.020280014956369996,1,1
10,10,5,0.6996582420542836,0.01809408003464341,1,1
10,10,6,0.6850518630817533,0.01532816095277667,1,1
10,10,7,0.6845167011488229,0.01881857099942863,1,1
10,10,8,0.7000065541360527,0.03228031890466809,1,1
10,10,9,0.7388211500365287,0.018090186174958944,1,1
10,10,10,0.6905277189798653,0.0283037640620023,1,1
10,10,11,0.6935341579373926,0.02925706305541098,1,1
10,10,12,0.7105624489486217,0.020318309077993035,1,1
10,10,13,0.7139208300504833,0.019166656071320176,1,1
10,10,14,0.7268773110117763,0.02113893092609942,1,1
10,10,15,0.7202225420624018,0.03242830792441964,1,1
10,10,16,0.7242063321173191,0.02654164284467697,1,1
10,10,17,0.6933651359286159,0.028277682838961482,1,1
10,10,18,0.7033973580691963,0.028947416925802827,1,1
10,10,19,0.6939313889015466,0.021252945996820927,1,1
10,10,20,0.7110397019423544,0.03658242500387132,1,1
10,10,21,0.7023622859269381,0.026132878148928285,1,1
10,10,22,0.7339272990357131,0.01610632403753698,1,1
10,10,23,0.6818601118866354,0.03386748908087611,1,1
10,10,24,0.7253506539855152,0.019457543035969138,1,1
10,10,25,0.7115987269207835,0.03373920312151313,1,1
10,10,26,0.6816331439185888,0.014981566928327084,1,1
10,10,27,0.7282736138440669,0.04435122897848487,1,1
10,10,28,0.669179824180901,0.02433436387218535,1,1
10,10,29,0.7043870319612324,0.03085784916765988,1,1
10,10,30,0.7308256679680198,0.03350699110887945,1,1
10,10,31,0.7074439388234168,0.021432779962196946,1,1
10,10,32,0.7137708850204945,0.030736459186300635,1,1
10,10,33,0.7126634209416807,0.05838569300249219,1,1
10,10,34,0.7673741590697318,0.041350170969963074,1,1
10,10,35,0.6855296429712325,0.02298530889675021,1,1
10,10,36,0.7070578089915216,0.050626351963728666,1,1
10,10,37,0.7193417220842093,0.02390780416317284,1,1
10,10,38,0.7289410699158907,0.020026206970214844,1,1
10,10,39,0.704509211005643,0.01965574105270207,1,1
10,10,40,0.7153766739647835,0.040033729979768395,1,1
10,10,41,0.691441813018173,0.03920244402252138,1,1
10,10,42,0.7030773139558733,0.026403830153867602,1,1
10,10,43,0.691219727974385,0.023955337004736066,1,1
10,10,44,0.675858449889347,0.020890008891001344,1,1
10,10,45,0.6638600958976895,0.019094417104497552,1,1
10,10,46,0.6998722900170833,0.019520020112395287,1,1
10,10,47,0.7362058809958398,0.02765416307374835,1,1
10,10,48,0.6974869009573013,0.0307834898121655,1,1
10,10,49,0.6984562368597835,0.03809760604053736,1,1
10,10,50,0.698736225022003,0.03523362195119262,1,1
10,10,51,0.693115056026727,0.030782748013734818,1,1
10,10,52,0.7083180691115558,0.04006199399009347,1,1
10,10,53,0.7116012070327997,0.06517559196799994,1,1
10,10,54,0.6916916549671441,0.03068970190361142,1,1
10,10,55,0.7201580021064728,0.033103825990110636,1,1
10,10,56,0.6744195250794291,0.02491851500235498,1,1
10,10,57,0.7278857959900051,0.040690579917281866,1,1
10,10,58,0.7043365291319788,0.025978126795962453,1,1
10,10,59,0.7341672680340707,0.02493065781891346,1,1
10,10,60,0.6617087540216744,0.02689632191322744,1,1
10,10,61,0.6893836059607565,0.02707724296487868,1,1
10,10,62,0.6864776990842074,0.02415802190080285,1,1
10,10,63,0.7199081119615585,0.030500771943479776,1,1
10,10,64,0.6932764870580286,0.04008631082251668,1,1
10,10,65,0.6849757828749716,0.030057596042752266,1,1
10,10,66,0.7043698979541659,0.02157923486083746,1,1
10,10,67,0.7185989669524133,0.028663253178820014,1,1
10,10,68,0.7023646431043744,0.03270011907443404,1,1
10,10,69,0.6928706290200353,0.03964992496185005,1,1
10,10,70,0.7031837778631598,0.040452955989167094,1,1
10,10,71,0.6698080231435597,0.053600030951201916,1,1
10,10,72,0.7228383510373533,0.02360721305012703,1,1
10,10,73,0.7296533789485693,0.02071665902622044,1,1
10,10,74,0.7057904191315174,0.021385226165875793,1,1
10,10,75,0.7317000508774072,0.02573462901636958,1,1
10,10,76,0.7299735669512302,0.03736722399480641,1,1
10,10,77,0.6910970220342278,0.01777406199835241,1,1
10,10,78,0.680329886963591,0.016489586792886257,1,1
10,10,79,0.7349012279883027,0.035180309088900685,1,1
10,10,80,0.7387572049628943,0.03639523801393807,1,1
10,10,81,0.7083491350058466,0.03104133205488324,1,1
10,10,82,0.6889111429918557,0.020488574169576168,1,1
10,10,83,0.7130165030248463,0.021013303892686963,1,1
10,10,84,0.7288026390597224,0.04576086695306003,1,1
10,10,85,0.7662122768815607,0.021900174906477332,1,1
10,10,86,0.7420268000569195,0.036928774090483785,1,1
10,10,87,0.7198329279199243,0.019132961984723806,1,1
10,10,88,0.7771280091255903,0.02511333511210978,1,1
10,10,89,0.7496073748916388,0.04578980803489685,1,1
10,10,90,0.7101478909607977,0.019153436878696084,1,1
10,10,91,0.7439858950674534,0.016783571103587747,1,1
10,10,92,0.7587733019609004,0.028794356854632497,1,1
10,10,93,0.786839823005721,0.025449602864682674,1,1
10,10,94,0.7630684948526323,0.028699066024273634,1,1
10,10,95,0.750555092934519,0.030218091094866395,1,1
10,10,96,0.7527084250468761,0.031047869939357042,1,1
10,10,97,0.7497070170938969,0.03480476699769497,1,1
10,10,98,0.764599050860852,0.043419256806373596,1,1
10,10,99,0.7477488447912037,0.02723896410316229,1,1
