n,k,id,time_no_mu,time_mu,count_no_mu,count_mu
50,50,0,135.07320148707367,1.2912675379775465,1,1
50,50,1,124.43649510107934,1.3459254510235041,1,1
50,50,2,125.88361120014451,1.060662382049486,1,1
50,50,3,126.4107506480068,1.524744647089392,1,1
50,50,4,121.62920305202715,0.7850531199947,1,1
50,50,5,119.87116140918806,1.3512195209041238,1,1
50,50,6,118.01814377889968,1.2640683848876506,1,1
50,50,7,119.05763016501442,1.0562357071321458,1,1
50,50,8,113.38539367704652,0.9862494538538158,1,1
50,50,9,119.65772926504724,1.404768240870908,1,1
50,50,10,117.02854062593542,0.9099197168834507,1,1
50,50,11,113.54328481899574,0.8438408831134439,1,1
50,50,12,118.37995405402035,1.1130684742238373,1,1
50,50,13,111.5020251730457,0.7741008209995925,1,1
50,50,14,117.49001576006413,0.9107781590428203,1,1
50,50,15,114.06106420699507,0.8326789350248873,1,1
50,50,16,114.4032697151415,0.9469921020790935,1,1
50,50,17,116.30211874307133,0.7163017450366169,1,1
50,50,18,117.09269432816654,1.3610493808519095,1,1
50,50,19,112.4925016600173,1.0357274131383747,1,1
50,50,20,117.93496978399344,1.0403404450044036,1,1
50,50,21,114.61762861092575,1.038427494931966,1,1
50,50,22,112.81249436503276,0.9945057721342891,1,1
50,50,23,113.01217842288315,0.7409763080067933,1,1
50,50,24,118.42389166704379,0.9091430178377777,1,1
50,50,25,117.16410198295489,0.9565144421067089,1,1
50,50,26,115.8019002720248,1.2640013750642538,1,1
50,50,27,112.1501739481464,0.8905853012111038,1,1
50,50,28,126.67103183805011,1.0544197850394994,1,1
50,50,29,118.91152172605507,1.1066554251592606,1,1
50,50,30,121.33567975088954,1.6297489830758423,1,1
50,50,31,132.80612870585173,1.232642485992983,1,1
50,50,32,139.83191462419927,1.0067834190558642,1,1
50,50,33,142.7605892010033,0.8552497359924018,1,1
50,50,34,140.67078782292083,0.9351230328902602,1,1
50,50,35,132.5706994489301,1.0300183158833534,1,1
50,50,36,131.67235395894386,0.8462046238128096,1,1
50,50,37,136.93260220601223,1.1556635450106114,1,1
50,50,38,127.19889904977754,1.3103307851124555,1,1
50,50,39,125.09446621313691,1.0287655398715287,1,1
50,50,40,127.62043432402425,1.3229759118985385,1,1
50,50,41,136.63087414507754,1.3007592130452394,1,1
50,50,42,139.2769624949433,1.2534287280868739,1,1
50,50,43,128.2304272290785,1.3546321128960699,1,1
50,50,44,128.70304002589546,0.8332397679332644,1,1
50,50,45,122.05668624397367,1.2340483160223812,1,1
50,50,46,114.0520406451542,0.7375663241837174,1,1
50,50,47,119.31879331893288,1.2434480041265488,1,1
50,50,48,115.9185804091394,0.8631919340696186,1,1
50,50,49,116.33283518301323,0.8990447330288589,1,1
50,50,50,121.85895306314342,0.9426489830948412,1,1
50,50,51,125.8104417710565,0.8567719999700785,1,1
50,50,52,116.15341530391015,1.1934278160333633,1,1
50,50,53,115.6284702969715,0.7242118900176138,1,1
50,50,54,111.58288404392079,1.0585392520297319,1,1
50,50,55,114.893622640986,0.8586566171143204,1,1
50,50,56,132.039465992013,1.0007288791239262,1,1
50,50,57,130.29437578003854,0.8286801588255912,1,1
50,50,58,133.07248412515037,1.1090506261680275,1,1
50,50,59,120.34608032903634,0.8594701311085373,1,1
50,50,60,117.28798942407593,0.6769517599605024,1,1
50,50,61,123.87686670315452,0.736473981058225,1,1
50,50,62,110.66829558205791,0.6554685109294951,1,1
50,50,63,109.7801147219725,1.00033817300573,1,1
50,50,64,120.78692625788972,0.8537073058541864,1,1
50,50,65,117.12929520197213,1.3309799779672176,1,1
50,50,66,114.17947064293548,0.8919878280721605,1,1
50,50,67,110.95856749406084,1.1334668269846588,1,1
50,50,68,123.11797102005221,1.745494637871161,1,1
50,50,69,132.7775114348624,1.1410435009747744,1,1
50,50,70,130.1525437149685,1.5189201880712062,1,1
50,50,71,119.38121854001656,0.7179327309131622,1,1
50,50,72,113.96553591010161,0.9247718350961804,1,1
50,50,73,124.44715623790398,1.0082200390752405,1,1
50,50,74,118.2812571588438,1.10310323885642,1,1
50,50,75,111.30281661218032,1.3334122989326715,1,1
50,50,76,112.44033666420728,0.7045044228434563,1,1
50,50,77,109.13238257705234,1.042051750002429,1,1
50,50,78,112.50224461709149,0.8351346370764077,1,1
50,50,79,120.23607974709012,1.005384101998061,1,1
50,50,80,125.32164471386932,1.211109987925738,1,1
50,50,81,123.30417783395387,1.1594744841568172,1,1
50,50,82,133.05889104609378,1.4343778621405363,1,1
50,50,83,118.42686778889038,0.9590203908737749,1,1
50,50,84,120.66979828407057,1.0397918110247701,1,1
50,50,85,110.73515828000382,0.7270006029866636,1,1
50,50,86,115.50422068708576,0.9162958620581776,1,1
50,50,87,112.25272938096896,0.8175528459250927,1,1
50,50,88,124.35301331197843,0.9867912528570741,1,1
50,50,89,121.37766096484847,1.4587975991889834,1,1
50,50,90,122.03177113016136,0.996177113847807,1,1
50,50,91,124.06785597302951,0.9163590590469539,1,1
50,50,92,127.9287605478894,1.010694061871618,1,1
50,50,93,119.25703532993793,0.8297715547960252,1,1
50,50,94,121.4832397508435,0.9018346550874412,1,1
50,50,95,124.87315524183214,1.307909773895517,1,1
50,50,96,137.44708812213503,1.190000404138118,1,1
50,50,97,134.37627871800214,1.2069802028127015,1,1
50,50,98,136.15032842708752,1.3633125890046358,1,1
50,50,99,134.02679894911125,1.1165110720321536,1,1
